sample	chr	startpos	endpos	nMajor	nMinor
A17A-0095_CRUK_PC_0095_M1	19	39667455	39809077	6	3
A17A-0095_CRUK_PC_0095_M1	19	39809141	41178506	3	2
A17A-0095_CRUK_PC_0095_M1	19	41178543	44169044	1	0
A17A-0095_CRUK_PC_0095_M1	19	44169126	47476523	3	2
A17A-0095_CRUK_PC_0095_M1	19	47476576	48462745	6	3
A17A-0095_CRUK_PC_0095_M1	19	48462773	50357429	3	2
A17A-0095_CRUK_PC_0095_M1	19	50357625	50403535	6	3
A17A-0095_CRUK_PC_0095_M1	19	50403661	50511773	3	2
A17A-0095_CRUK_PC_0095_M1	19	50511852	51451450	6	3
A17A-0095_CRUK_PC_0095_M1	19	51451508	53465403	3	2
A17A-0095_CRUK_PC_0095_M1	19	53465438	53532141	6	3
A17A-0095_CRUK_PC_0095_M1	19	53532219	59118096	3	2
A17A-0095_CRUK_PC_0095_M1	20	60479	7953788	6	3
A17A-0095_CRUK_PC_0095_M1	20	7953803	8279109	1	0
A17A-0095_CRUK_PC_0095_M1	20	8279230	25366174	2	2
A17A-0095_CRUK_PC_0095_M1	20	25366203	62965162	3	2
A17A-0095_CRUK_PC_0095_M1	21	9411243	9909920	1	0
A17A-0095_CRUK_PC_0095_M1	21	9909932	10132130	0	0
A17A-0095_CRUK_PC_0095_M1	21	10132138	39854789	2	2
A17A-0095_CRUK_PC_0095_M1	21	39854793	42878941	1	0
A17A-0095_CRUK_PC_0095_M1	21	42879182	45167097	2	2
A17A-0095_CRUK_PC_0095_M1	21	45167147	45752892	6	3
A17A-0095_CRUK_PC_0095_M1	21	45752906	48119216	3	2
A17A-0095_CRUK_PC_0095_M1	22	16050408	23478678	2	2
A17A-0095_CRUK_PC_0095_M1	22	23478695	23517894	6	3
A17A-0095_CRUK_PC_0095_M1	22	23517938	24132416	2	2
A17A-0095_CRUK_PC_0095_M1	22	24132434	24274166	1	0
A17A-0095_CRUK_PC_0095_M1	22	24274382	24301656	0	0
A17A-0095_CRUK_PC_0095_M1	22	24301825	25662123	1	0
A17A-0095_CRUK_PC_0095_M1	22	25662137	26004047	2	1
A17A-0095_CRUK_PC_0095_M1	22	26004249	28346111	1	0
A17A-0095_CRUK_PC_0095_M1	22	28346184	28359631	0	0
A17A-0095_CRUK_PC_0095_M1	22	28359711	31500671	1	0
A17A-0095_CRUK_PC_0095_M1	22	31500991	31626495	4	0
A17A-0095_CRUK_PC_0095_M1	22	31626646	41826688	1	0
A17A-0095_CRUK_PC_0095_M1	22	41826705	41887649	5	0
A17A-0095_CRUK_PC_0095_M1	22	41887755	44054776	1	0
A17A-0095_CRUK_PC_0095_M1	22	44054778	44861670	4	0
A17A-0095_CRUK_PC_0095_M1	22	44861744	51238249	1	0
A17A-0095_CRUK_PC_0095_M1	X	60072	12669319	5	0
A17A-0095_CRUK_PC_0095_M1	X	12669342	14977884	14	0
A17A-0095_CRUK_PC_0095_M1	X	14978036	17448973	28	0
A17A-0095_CRUK_PC_0095_M1	X	17448993	19184325	67	0
A17A-0095_CRUK_PC_0095_M1	X	19184464	27720730	28	0
A17A-0095_CRUK_PC_0095_M1	X	27720737	36388871	13	0
A17A-0095_CRUK_PC_0095_M1	X	36388887	62558393	4	0
A17A-0095_CRUK_PC_0095_M1	X	62558850	66110937	13	0
A17A-0095_CRUK_PC_0095_M1	X	66110955	66167173	46	0
A17A-0095_CRUK_PC_0095_M1	X	66167272	71188864	13	0
A17A-0095_CRUK_PC_0095_M1	X	71189018	115133624	4	0
A17A-0095_CRUK_PC_0095_M1	X	115133657	115202800	16	0
A17A-0095_CRUK_PC_0095_M1	X	115202886	155255094	4	0
