	Chr	Position	Bg02es	Bj	Gm06990	Gm12801	Gm12812	Gm12813	Gm12878	Helas3	Hepg2	Huvec	Imr90	K562	Mcf7	Nhek	Sknsh
SNP9065	19	58087092	63.757725	48.792706	49.376904	52.69738	44.179832	48.965763	53.40601	51.13306	74.195206	36.019218	47.4622	36.331253	33.248573	55.724045	56.518467
SNP9066	19	58381511	70.406906	37.706512	44.592785	49.083702	45.691639	47.078304	50.549095	47.184536	66.177422	36.760189	40.192177	41.285648	37.686687	45.99593	54.562897
SNP9067	19	58400157	69.485382	37.860878	44.785366	48.928539	45.983738	47.463432	51.024086	47.217552	65.896378	36.979015	40.62624	42.425823	38.846317	45.429893	54.907425
SNP9068	19	58600704	58.689602	47.218426	54.900883	56.63028	54.582829	56.054592	61.542034	53.327724	69.804176	48.632462	51.693222	56.74836	50.664658	48.250004	60.596992
SNP9069	19	59034939	73.386429	69.314423	76.51873	70.139915	66.90062	68.568954	78.561882	77.682808	81.560059	78.109703	77.282303	76.450569	73.384232	68.948769	68.018616
SNP9070	19	59155437	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9071	19	59226921	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9072	19	59393528	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9073	19	59634386	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9074	19	59792628	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9075	19	60173128	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9076	19	60175638	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9077	19	60202037	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9078	19	60361356	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9079	19	60445550	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9080	19	60569721	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9081	19	60677685	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9082	19	60714681	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9083	19	60890171	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9084	19	60955866	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9085	19	61194424	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9086	19	61202226	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9087	19	61293346	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9088	19	61473112	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9089	19	61628011	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9090	19	61795916	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9091	19	61891448	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9092	19	62196279	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9093	19	62434946	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9094	19	62533327	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9095	19	62776725	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9096	19	62822590	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9097	19	62948580	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9098	19	63069356	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9099	19	63210793	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9100	19	63283410	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9101	19	63555653	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9102	19	63567249	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9103	19	63649916	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9104	19	63799279	72.455894	67.367935	76.455162	69.125107	66.702492	67.916718	78.06176	77.166328	81.083221	77.880913	76.898636	75.272011	72.683189	67.819824	68.741959
SNP9105	20	164735	60.734005	64.662079	67.208046	65.300339	63.085636	66.141968	73.333786	64.080734	78.479248	73.328804	69.347382	73.635132	74.448219	64.275078	64.318886
SNP9106	20	205535	66.831131	67.3517	70.919487	67.882591	65.946098	68.247841	75.496162	69.314056	81.229378	78.387489	73.803299	76.593071	77.390785	68.640144	66.059372
SNP9107	20	310302	71.632828	69.920715	73.276581	70.134651	66.638954	70.246521	76.824448	77.453491	82.089149	82.142059	77.871078	81.39846	77.637123	70.322304	68.088615
SNP9108	20	364060	71.509651	72.221024	73.108368	70.930222	65.774971	71.475075	77.498077	78.795448	82.198143	82.387726	78.542099	82.907928	77.306427	69.662254	68.784393
SNP9109	20	748977	55.801411	50.585899	58.149506	57.430214	55.124195	58.484283	62.35556	54.815182	65.290085	54.461109	51.007095	72.116364	69.137215	56.850281	67.358925
SNP9110	20	985166	40.049622	52.224564	52.607944	53.003761	48.757812	52.415989	54.789665	45.882393	54.401711	55.724396	49.998474	69.106796	62.059536	55.673584	64.44149
SNP9111	20	1262200	57.963158	70.334595	60.935036	60.854996	51.483795	56.326904	60.984055	57.936947	60.069668	79.476662	72.028313	76.438545	61.235241	69.642395	61.959263
SNP9112	20	1409512	60.448505	75.493088	62.998501	62.047188	54.522324	57.800083	65.156288	64.762131	60.997974	80.882538	74.662308	70.909996	65.196518	70.493134	61.730007
SNP9113	20	1431796	59.446796	75.262985	63.130951	61.742989	54.497162	57.286816	64.630615	64.204285	60.313637	80.407532	73.832771	69.588203	64.419044	70.105034	61.1306
SNP9114	20	1518505	50.408333	71.078339	62.604034	60.830868	54.305939	54.757904	60.361214	58.834648	55.87883	77.84758	69.762032	65.611931	59.126446	70.156174	58.441059
SNP9115	20	1921262	58.300011	61.1497	54.814079	60.104885	50.94746	53.409176	55.642021	41.640968	51.122429	54.403683	69.099983	48.139835	47.997375	70.41835	56.267517
SNP9116	20	2048808	50.326283	54.086338	51.64476	55.039108	47.389187	49.956882	51.556568	43.610554	52.999611	45.040592	57.548271	50.646362	50.02161	61.684887	55.907181
SNP9117	20	2269959	43.330772	53.850449	51.963005	50.802628	44.748398	51.489838	53.094002	49.248081	55.328304	40.877876	43.258713	55.071827	61.136463	61.839966	60.090725
SNP9118	20	2420058	45.907185	53.283703	52.030888	53.049225	51.325439	56.590626	56.852654	54.779087	58.161537	46.823559	47.712658	61.804153	60.795761	59.069237	64.479759
SNP9119	20	2502689	49.665691	56.251781	55.210636	54.484116	54.746346	59.610806	61.030197	58.311184	61.820534	52.133575	55.018894	65.161835	61.604862	60.256233	65.072769
SNP9120	20	2680769	63.905144	64.70488	61.194752	63.009972	62.751942	66.813278	66.712547	59.186344	67.277649	63.01244	68.644218	68.793312	70.404144	62.083694	67.644333
SNP9121	20	2775399	66.01474	67.494171	64.62075	64.262352	63.565079	68.111801	69.405319	63.656303	72.261589	66.962952	71.671318	69.06337	71.09156	64.218063	68.974197
SNP9122	20	2931447	66.541313	70.903229	67.180962	62.678558	62.837944	66.32476	71.608871	69.867897	79.233147	68.349098	72.563644	72.640091	72.061089	63.776897	65.706535
SNP9123	20	3084020	70.148689	75.464699	72.859962	68.084709	66.096703	68.705597	74.686638	75.235664	82.941772	79.125023	79.163277	77.368149	76.370308	70.984825	69.356255
SNP9124	20	3256727	73.480865	72.505692	67.922668	65.295006	63.523872	67.347626	73.411667	72.050682	81.79425	77.64621	77.421593	77.080406	74.546928	68.14801	66.826706
SNP9125	20	3539685	58.737324	70.808998	67.282928	62.962505	61.658028	66.591202	73.028648	60.658825	76.009399	66.722466	72.632431	73.462105	72.894203	67.689156	65.576172
SNP9126	20	3638765	66.750366	74.032288	71.829155	67.939842	64.244827	69.543564	76.652176	70.284073	77.712997	75.878799	79.364983	75.862274	77.665108	70.79628	68.724121
SNP9127	20	3666577	69.02375	74.244362	73.22261	68.843147	65.240501	70.265358	77.580727	72.640144	78.606369	78.726448	80.983528	77.205826	78.623413	71.69883	69.588608
SNP9128	20	3704952	71.443001	74.059418	74.791504	69.563316	66.409103	71.151955	78.478844	75.337738	79.686852	81.721664	82.433693	79.015823	79.138252	72.206581	70.249138
SNP9129	20	3971655	73.199432	76.13073	72.753357	68.575706	66.609779	69.601128	75.717827	77.080521	76.343079	77.061638	85.433052	83.391335	75.597694	69.884613	64.134285
SNP9130	20	4284791	40.706127	74.228355	55.401318	55.135967	54.667194	58.876358	62.293484	66.008705	61.576729	66.257835	74.627243	70.283745	64.731331	60.27837	58.439495
SNP9131	20	4747786	54.895901	73.837425	71.79673	69.633522	61.683731	63.821072	71.068985	56.603199	70.657722	67.269875	63.704117	58.364582	59.296364	68.913467	59.217655
SNP9132	20	4759826	55.427605	73.110809	71.848938	69.945511	62.201046	64.040825	71.467392	56.975639	71.453133	67.417595	63.449963	58.051781	59.651669	68.100014	59.532082
SNP9133	20	4765971	55.644009	72.71312	71.865974	70.071861	62.438698	64.139969	71.641228	57.163513	71.850601	67.473183	63.33004	57.90876	59.829918	67.682892	59.677025
SNP9134	20	4949070	56.891411	64.305634	73.983025	69.456497	63.044407	65.978653	71.813789	68.309364	80.435226	67.4953	63.556515	61.395123	66.709312	66.33329	59.731926
SNP9135	20	5126222	58.511753	62.189171	68.932465	68.901085	60.961617	64.668831	71.554016	71.903503	79.77256	68.181541	60.296558	62.968216	64.087616	64.388428	59.324944
SNP9136	20	5222340	53.176693	54.847095	65.387123	65.513992	60.540348	63.764118	71.370148	61.495293	74.646584	60.086571	53.953857	60.234947	59.281769	56.923931	59.251419
SNP9137	20	5367826	41.283821	47.574986	66.551071	65.675468	64.350334	67.055565	74.549675	56.463192	66.943451	49.527378	52.044117	65.015877	50.839928	49.274357	58.301224
SNP9138	20	5637625	45.532898	58.611736	77.972404	71.637619	67.761513	71.879448	79.006157	75.881012	71.326035	57.921295	68.971252	73.430367	58.132057	63.123272	60.075085
SNP9139	20	5958290	62.079586	53.429802	64.989792	64.109268	62.823929	66.915627	72.157036	70.839043	74.738174	56.268223	56.748276	73.429802	54.426292	67.438255	58.921612
SNP9140	20	6006064	63.250671	51.387543	62.116623	63.017479	60.942299	65.554016	70.513596	71.444466	74.072906	55.376667	54.168606	74.318977	54.1507	66.446068	59.038147
SNP9141	20	6059652	62.627651	48.34219	58.670681	60.562157	58.922306	63.627354	68.403183	70.588356	72.534615	53.339066	50.708092	73.136322	52.913601	64.101273	58.948551
SNP9142	20	6334829	27.214455	27.260038	40.039398	47.471024	44.154762	50.07806	47.498936	44.817406	54.443344	42.003738	37.120338	50.886169	31.927576	44.859917	47.714333
SNP9143	20	6681674	28.743387	28.399567	23.71879	43.600296	43.00436	51.872372	31.24441	61.746647	33.562748	65.428375	36.781189	32.656597	19.662628	53.301311	36.885422
SNP9144	20	6804237	34.417156	24.48806	21.608578	39.867317	39.348652	48.072571	23.8964	54.228085	28.203108	55.613262	27.247404	28.374809	17.011631	46.928082	33.397488
SNP9145	20	7182887	18.594648	21.987381	15.166384	27.78396	31.19421	39.55051	16.144194	37.058727	22.482334	40.591106	11.413852	22.481737	18.723644	36.616955	32.155273
SNP9146	20	7620972	18.792234	35.290878	19.561728	24.390646	33.396824	35.596161	25.62225	13.64102	38.121746	55.029396	29.548729	18.862455	34.508114	39.490799	46.217999
SNP9147	20	7829779	25.448978	52.691849	24.329552	27.178694	34.957836	36.953876	31.222748	15.365028	54.844593	57.665176	49.474632	24.541058	51.253727	42.078701	54.3909
SNP9148	20	8179679	30.136185	65.062851	35.694393	34.555168	36.635986	41.007397	42.368977	13.95368	64.499611	67.217934	64.28743	26.00601	59.165112	23.033997	56.094955
SNP9149	20	8668689	43.566349	57.180084	31.036537	28.182528	31.370695	30.744751	36.063766	12.46275	35.450657	34.282227	64.249046	30.712099	42.378197	25.355312	53.202545
SNP9150	20	8762785	50.134125	59.726051	29.117296	25.076216	30.24604	28.181587	34.069546	13.732823	37.199768	39.318974	68.37307	34.93515	47.208683	23.434555	56.062958
SNP9151	20	8794579	51.447342	61.135376	28.358599	23.797821	30.100609	26.813028	33.564476	13.850864	38.580906	42.042625	69.875282	36.041592	49.184475	22.519508	56.848961
SNP9152	20	8841749	52.759174	63.581688	27.107635	22.010012	30.064655	24.694237	33.106846	13.915106	40.710186	45.899632	72.368111	37.477295	52.167965	21.300842	57.963722
SNP9153	20	9249294	46.117264	56.188656	33.051842	25.74341	41.319923	28.474106	37.773727	13.235647	35.085838	39.113434	66.008614	42.788483	41.991623	21.587311	59.956059
SNP9154	20	9470829	59.96563	47.252464	39.829407	29.897249	47.226452	29.424545	44.312302	18.534618	31.95615	40.491638	53.525009	32.586781	40.051987	25.110733	57.306805
SNP9155	20	9576288	59.339828	44.075188	39.038948	33.601357	45.504562	30.58811	44.039822	23.682566	32.418587	39.631485	46.649517	32.293865	39.005085	30.525209	59.015259
SNP9156	20	9785764	33.82362	37.909271	34.699177	37.733372	40.924343	32.242256	41.749012	34.733875	40.650696	29.129007	30.891581	28.775396	28.673845	34.243919	61.308174
SNP9157	20	10139194	47.9492	61.689461	32.966358	42.850792	42.901138	43.891693	46.488426	61.799492	66.177032	54.83567	45.213921	29.866365	36.695538	52.220863	63.001842
SNP9158	20	10441814	59.69342	62.814339	39.703537	48.872223	47.622761	49.205956	49.889706	67.291084	72.014946	69.228981	60.26564	40.86219	31.014463	53.300739	60.79002
SNP9159	20	10607515	55.891548	57.626984	44.247944	45.152893	45.820297	49.241379	51.428883	60.36861	66.715019	66.59655	65.892883	40.20089	29.205036	62.158077	58.538433
SNP9160	20	10761728	48.919296	47.953609	42.32037	47.46085	45.976162	51.950001	49.738663	55.6497	61.283154	64.046181	67.40789	34.965137	29.057858	64.872864	52.483788
SNP9161	20	11051108	26.924253	37.995289	29.118259	41.700951	42.061733	48.317989	39.001781	50.8083	42.093063	58.847496	60.538425	24.717335	18.910963	66.769707	40.241913
SNP9162	20	11211273	41.377346	38.719025	26.291124	43.233486	44.589436	51.677765	35.544716	54.051899	34.48048	61.683327	62.026302	17.832436	19.996565	65.219795	35.543037
SNP9163	20	11612538	54.315525	34.079365	16.704107	31.381285	40.6021	40.887741	25.142977	61.638859	22.903364	39.444382	43.399326	13.965219	15.211902	44.241016	30.504408
SNP9164	20	11937997	38.333206	38.041229	12.879062	23.893095	29.654495	27.463114	17.782125	67.67778	25.694016	31.783522	44.058681	16.619528	15.276649	40.555042	31.515615
SNP9165	20	12201196	27.054102	24.280891	13.819324	19.645309	21.104811	22.037949	12.457612	45.52552	26.05179	19.40291	28.30953	13.735662	12.755695	29.090086	30.357128
SNP9166	20	13154058	56.266026	38.87838	44.159878	49.822296	49.514202	50.457771	44.196789	50.643673	74.867058	34.037148	29.945835	38.647667	35.469566	58.229122	41.073437
SNP9167	20	13363040	60.324703	41.309853	55.024025	54.420517	55.674053	54.904949	56.795738	49.797916	72.061035	35.103134	29.739407	43.245056	36.076874	54.569153	46.051075
SNP9168	20	13505776	63.655697	37.550926	61.919895	59.857063	57.403904	58.130398	64.000084	50.274521	66.955063	30.755331	26.53644	47.602531	43.237576	52.026894	50.179432
SNP9169	20	13692454	62.327816	45.941425	68.555054	61.975239	61.113731	62.244148	69.809883	55.704582	66.453064	39.262714	31.727854	55.324127	51.061916	54.783047	53.116753
SNP9170	20	13727149	60.252239	45.779114	66.867798	60.349976	60.467041	61.016361	68.03019	54.243496	65.2957	37.414822	30.616512	53.010876	50.188164	53.147106	52.944683
SNP9171	20	14263994	27.930344	47.268753	33.599419	40.360199	43.117943	43.278954	40.540478	52.804184	26.092133	22.753519	26.366329	18.934919	35.631134	57.424274	38.79842
SNP9172	20	14489136	32.315376	46.953869	34.370438	41.088646	46.822479	42.895737	42.768806	51.317497	19.525089	32.83688	30.213762	15.559615	38.743633	55.523247	37.700703
SNP9173	20	14876653	28.233061	46.136227	43.535854	44.249306	47.147842	47.165852	52.011116	56.278458	32.148071	50.048737	9.70192	16.820024	49.459229	50.333115	39.821289
SNP9174	20	15203830	22.439936	33.270058	44.646091	41.38694	44.405708	45.181614	53.375362	42.608574	25.546867	33.154606	7.993232	20.580856	41.214062	45.251698	38.861355
SNP9175	20	15446951	21.503736	32.571075	40.762264	37.636662	39.559212	42.277966	48.002678	34.194641	18.393644	24.686808	13.093963	16.605675	35.86898	34.979641	38.534966
SNP9176	20	15606577	28.864084	41.283104	35.189213	37.598709	35.450649	41.774765	43.886497	33.735397	20.164148	37.432835	23.064919	21.598791	33.187656	37.103767	41.964008
SNP9177	20	16045559	30.129904	28.929237	36.888546	44.993771	39.330421	49.237904	51.408726	38.065834	31.409359	19.996988	13.030438	30.87952	34.061264	32.191917	46.431732
SNP9178	20	16202798	27.600885	28.825918	32.500164	43.972107	37.687012	46.305626	49.602268	38.800373	37.832058	23.434441	16.345995	32.434441	36.767124	35.976273	49.372478
SNP9179	20	16505840	32.186581	24.536423	27.41371	37.839901	32.374882	37.007198	41.643799	44.314045	40.720585	21.263515	20.619596	36.626335	41.555805	39.774281	52.835217
SNP9180	20	16852521	26.796589	33.661457	29.854061	34.942337	25.52692	32.331692	34.746243	29.911724	32.908741	24.453409	35.538696	34.047375	44.429348	30.694605	48.949253
SNP9181	20	17490740	64.848221	72.7957	61.003582	54.889217	47.683281	52.32436	60.15015	72.387337	66.821152	78.229027	79.427956	70.087257	70.739082	65.290276	48.312084
SNP9182	20	17507614	65.669403	72.808662	61.991272	55.548107	48.284248	52.800007	61.083637	73.305397	67.477654	78.814949	79.826462	70.933815	71.13163	65.586662	48.699883
SNP9183	20	17678432	60.55019	73.323845	70.674049	60.508667	52.912926	56.663197	65.94735	63.957733	73.135437	72.201035	79.51683	66.228928	69.873322	63.25272	49.328979
SNP9184	20	17991139	70.902313	67.555077	72.93071	63.157558	55.914734	60.109756	68.499359	56.867538	73.815147	59.531151	72.712326	67.041389	66.276207	66.598335	49.148754
SNP9185	20	18109969	61.402786	56.370831	65.276924	59.388985	55.574345	57.668743	62.820084	54.476082	67.058121	48.905193	60.413414	61.424175	61.030064	63.567776	47.935165
SNP9186	20	18291302	57.220772	51.660484	61.765949	56.986141	58.092915	58.811062	61.228409	61.221653	64.149345	48.574837	48.202187	59.873859	62.040932	63.654373	49.550671
SNP9187	20	18454193	65.568069	54.328594	63.060219	62.832382	60.971569	61.456253	67.113419	67.155769	68.318375	59.923527	50.272896	63.143616	63.638493	64.694122	48.064983
SNP9188	20	18529639	68.023094	54.345749	63.405743	61.49728	60.601841	60.527378	66.513924	66.775864	67.372002	61.167721	49.577801	65.002693	63.853504	64.509811	47.262138
SNP9189	20	18634120	63.647003	51.699966	61.162964	57.50724	57.368324	58.222515	62.346813	58.007351	62.540642	53.913483	45.643436	63.526737	63.410831	58.50164	47.706959
SNP9190	20	18855518	37.162048	41.528774	54.747597	48.967167	49.889412	51.27528	52.756695	38.597168	48.836731	36.52335	35.842625	51.587303	60.80518	46.900616	42.199089
SNP9191	20	19267801	27.390741	38.78862	40.457848	38.171246	33.667507	33.116184	35.631569	17.873346	35.918652	29.200109	31.252371	35.200962	61.934143	41.087372	29.234932
SNP9192	20	19637862	28.081783	66.380325	49.37534	48.552097	40.251621	39.900074	38.963013	30.941044	57.318184	67.348038	66.226006	36.183315	66.985748	61.146889	37.905952
SNP9193	20	19943768	33.198193	67.894989	62.908211	58.104004	45.405197	49.750408	48.474155	55.34277	72.135094	76.440239	69.226418	48.786285	67.733917	66.495399	42.604019
SNP9194	20	19996718	37.29361	65.628548	61.548191	57.286907	47.464825	51.66124	49.615917	55.240574	71.265526	73.453117	67.984612	49.902725	66.665688	66.839745	43.204136
SNP9195	20	20094554	41.117275	58.953861	56.588112	55.269142	48.992554	54.945396	50.187363	46.872898	67.326324	64.150223	62.75272	42.658997	62.561722	60.099442	43.353676
SNP9196	20	20159088	41.981644	53.328629	54.447113	54.198967	50.857327	56.764324	50.018429	41.023277	64.331299	56.725647	57.041222	36.24337	58.28149	51.033821	43.350941
SNP9197	20	20222200	46.2752	48.24049	54.340797	53.976521	53.725655	57.815216	51.729458	38.499149	61.902672	50.894802	52.134541	33.640335	54.300518	45.141331	43.466705
SNP9198	20	20934699	57.964134	28.526684	47.578121	49.800365	54.403526	55.534134	51.248528	55.387714	63.135296	50.512207	24.609373	41.01564	41.600163	32.885933	39.002651
SNP9199	20	21196944	71.006996	40.716038	56.309872	51.265697	55.122646	53.940582	55.65065	53.081692	67.609421	41.457191	37.735085	52.871658	41.841679	40.401489	44.373604
SNP9200	20	21376791	65.92926	44.064888	57.088634	47.854805	49.665646	51.835102	52.704975	49.168854	61.790176	47.653496	40.707203	57.533585	40.849297	46.096554	42.540947
SNP9201	20	21804167	40.586224	19.467436	30.748674	30.453165	29.0665	33.156796	32.667191	16.154158	40.375149	19.707245	11.225679	38.330803	21.356674	28.852737	27.261435
SNP9202	20	22485599	58.096508	17.329754	26.788328	24.354818	19.900953	21.377337	29.904888	28.533834	75.87571	33.979572	9.134879	51.884701	34.421944	53.912792	17.278484
SNP9203	20	22704177	47.100147	24.831436	33.451958	32.130081	20.642479	25.741451	29.193027	48.439369	65.461906	53.628944	18.047771	50.889214	42.780602	62.460796	14.663203
SNP9204	20	23078711	26.427027	43.066795	54.301937	46.105991	31.82238	34.081676	43.634548	38.7099	46.757359	77.266823	40.262127	73.246071	45.847458	60.160526	18.575729
SNP9205	20	23288715	44.425255	39.210251	50.460232	48.163593	39.935883	40.275013	46.795254	40.883865	54.929714	65.446594	37.543335	69.579788	44.589142	50.805351	21.658464
SNP9206	20	23388928	51.972904	38.742672	47.827202	48.125248	41.495609	42.973778	45.798996	37.457142	59.880344	56.877235	33.169212	63.145988	44.844082	47.269531	23.486591
SNP9207	20	23549901	50.953754	43.019993	44.266502	47.824394	42.078323	43.68005	49.61993	33.645748	63.848	51.926857	31.267881	57.440643	45.084595	49.699352	22.145617
SNP9208	20	23893594	27.709837	36.26437	28.448252	37.377666	31.966373	35.161224	35.420761	16.892189	48.374958	38.626732	16.401907	40.940479	39.834896	33.410496	21.259129
SNP9209	20	24592929	36.744267	43.503365	38.199802	42.198994	46.030762	48.092545	45.297142	18.200071	38.366257	22.577982	34.958923	35.933792	59.052158	32.903942	37.47718
SNP9210	20	24962897	38.254765	59.572826	59.962181	57.554962	57.769844	60.623913	63.653671	51.133434	65.183304	51.338818	59.292477	56.294319	70.071968	60.223782	53.152489
SNP9211	20	25062831	50.397823	66.589439	64.495911	60.505184	58.847004	61.589725	66.179024	61.25732	70.98259	60.83004	68.096725	61.346336	73.472076	66.781174	55.860233
SNP9212	20	25259344	71.652374	74.605225	68.971634	66.881149	64.025192	66.902283	72.976616	76.570435	80.491493	76.156082	76.95105	71.377502	77.459923	69.401489	58.324295
SNP9213	20	25280132	72.225998	74.785461	68.795944	66.495789	64.294754	66.714539	73.068596	76.840462	80.825851	76.315979	77.141289	70.591164	77.182045	69.548386	57.977962
SNP9214	20	25407155	71.539024	71.511009	66.661812	63.486519	63.516777	65.016113	72.290062	74.451561	81.028847	74.191132	75.935707	65.918045	74.001297	66.420433	56.660435
SNP9215	20	25428207	71.191132	70.451263	66.188866	63.430279	63.031597	64.848251	71.781914	73.653313	80.554459	73.283844	75.253258	65.869469	73.686462	65.628189	56.730015
SNP9216	20	25501936	69.677803	68.183029	63.861103	62.680393	60.82317	63.708832	68.419624	70.722801	78.682991	68.44574	72.09549	65.41243	72.68454	62.419178	56.38081
SNP9217	20	29512622	19.511299	24.572565	18.789335	29.50506	21.546696	25.872581	15.13291	16.266016	22.578871	18.728378	9.711843	38.445465	22.302809	25.144089	21.429321
SNP9218	20	29841134	31.329044	44.278069	35.788246	39.632767	35.884388	38.552246	35.852177	32.680096	48.144032	40.136097	40.983707	44.7673	46.138771	30.327227	44.909687
SNP9219	20	29971406	57.222599	68.444847	60.653519	56.478809	51.717407	60.957825	63.272606	58.917171	73.893303	64.44294	70.349663	71.820427	68.989494	54.566643	66.579132
SNP9220	20	30084752	71.989601	72.94368	68.393272	63.220562	56.169083	64.996651	70.701599	72.474754	79.323524	76.34436	78.364624	76.803688	73.832039	67.264183	67.563736
SNP9221	20	30292015	74.112259	76.91703	75.0327	66.948586	63.716732	67.977852	74.634705	77.366058	81.907776	79.831238	83.15892	82.270012	76.513496	70.341896	66.581886
SNP9222	20	30769258	66.380417	74.698448	79.819977	71.674042	68.041107	71.28933	78.114456	73.862076	81.948799	78.369537	80.45134	78.708733	74.114815	67.901901	69.486389
SNP9223	20	30852891	64.245216	77.614197	79.797478	72.53701	68.744965	71.578629	79.727753	76.32251	82.199257	79.45623	82.65799	82.462639	73.820511	68.87281	68.500496
